ip_address,email_address,billing_state,user_agent,billing_postal,phone_number,EVENT_TIMESTAMP,billing_address,EVENT_LABEL
204.74.72.151,fake_vickigonzalez@example.net,WI,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.19.7 (KHTML, like Gecko) Version/5.1 Safari/531.19.7",32890,(555)349 - 3866,2023-02-27T04:24:10Z,38677 Miles Summit Fake St.,legit
116.9.136.242,fake_bakerandrew@example.net,CO,Mozilla/5.0 (Android 2.3.5; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,34062,(555)518 - 5510,2022-12-01T00:23:07Z,5430 Caldwell Road Fake St.,legit
148.244.47.87,fake_johnsonanthony@example.net,OR,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.2.6 (KHTML, like Gecko) Version/5.1 Safari/535.2.6",32240,(555)721 - 5836,2022-12-08T02:12:05Z,09800 Nicholas Hills Fake St.,legit
106.35.102.192,fake_rebecca68@example.org,TN,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; om-ET) AppleWebKit/535.19.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.19.2",33612,(555)298 - 5807,2022-11-28T15:45:26Z,2213 Samantha Ranch Fake St.,legit
41.202.130.239,fake_edward10@example.org,TX,Mozilla/5.0 (Windows NT 6.2; bn-IN; rv:1.9.0.20) Gecko/2013-05-16 14:49:54 Firefox/11.0,33002,(555)590 - 5285,2022-09-27T03:06:35Z,98695 Sabrina Roads Fake St.,legit
105.146.121.10,fake_dweaver@example.net,WY,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_9 rv:2.0; hne-IN) AppleWebKit/535.24.7 (KHTML, like Gecko) Version/4.0.2 Safari/535.24.7",32938,(555)324 - 6431,2022-12-19T13:37:19Z,55034 Timothy River Fake St.,legit
32.204.190.201,fake_idavila@example.com,LA,Opera/9.86.(X11; Linux i686; km-KH) Presto/2.9.174 Version/12.00,32180,(555)153 - 8004,2022-03-07T21:25:28Z,044 Byrd Crest Fake St.,legit
55.221.31.241,fake_lauren29@example.net,WI,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/52.0.839.0 Mobile/09F867 Safari/533.1",33293,(555)401 - 9973,2022-07-07T21:48:51Z,690 Myers Mill Fake St.,legit
180.96.98.160,fake_jeffreydavis@example.com,TX,Mozilla/5.0 (Android 4.4; Mobile; rv:34.0) Gecko/34.0 Firefox/34.0,33310,(555)665 - 7905,2022-12-30T17:21:08Z,1308 Timothy Isle Fake St.,legit
146.120.106.122,fake_jhudson@example.net,LA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/23.0.872.0 Safari/531.1",32290,(555)819 - 6684,2022-04-16T12:05:20Z,3431 Nancy Overpass Fake St.,legit
86.132.138.123,fake_savagebrian@example.net,FL,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/40.0.832.0 Mobile/75R936 Safari/534.1",33464,(555)743 - 8997,2023-02-28T22:34:05Z,3378 Mark Villages Fake St.,legit
110.141.32.78,fake_jessica88@example.org,OR,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/44.0.807.0 Mobile/11D893 Safari/535.0",32422,(555)765 - 9397,2022-07-04T14:14:53Z,719 Bill Station Fake St.,legit
138.148.56.35,fake_katherinereynolds@example.org,WI,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_4 rv:3.0; ja-JP) AppleWebKit/533.22.6 (KHTML, like Gecko) Version/5.1 Safari/533.22.6",32135,(555)141 - 9851,2022-04-15T22:32:10Z,5886 Stacey Trafficway Fake St.,legit
14.227.131.181,fake_medinabrittany@example.net,CO,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2; rv:1.9.2.20) Gecko/2016-03-17 14:20:48 Firefox/3.6.20,33252,(555)720 - 7109,2022-04-13T17:34:53Z,510 Kathy Hill Fake St.,legit
96.186.64.2,fake_woodgary@example.com,CO,Opera/8.84.(Windows NT 6.1; sv-FI) Presto/2.9.170 Version/10.00,34302,(555)761 - 4927,2023-02-21T14:30:22Z,643 Fletcher Causeway Fake St.,legit
126.136.58.46,fake_ltodd@example.net,LA,Opera/8.96.(X11; Linux i686; nso-ZA) Presto/2.9.189 Version/11.00,34135,(555)684 - 9465,2022-09-27T16:09:52Z,922 Hampton Ramp Fake St.,legit
181.83.244.223,fake_douglashall@example.org,LA,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.4.7 (KHTML, like Gecko) Version/4.0.3 Safari/533.4.7",34786,(555)110 - 8881,2022-07-15T09:07:48Z,915 Benjamin Street Fake St.,legit
188.253.104.145,fake_michael72@example.com,LA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0 rv:4.0; is-IS) AppleWebKit/535.3.3 (KHTML, like Gecko) Version/4.0 Safari/535.3.3",32023,(555)812 - 8385,2022-06-28T14:13:05Z,30510 Moore Crossroad Fake St.,legit
179.182.72.40,fake_stephanieschneider@example.org,WI,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.0),32668,(555)861 - 1060,2022-12-29T21:20:21Z,676 Dennis Loop Fake St.,legit
223.8.67.8,fake_gregorywilkerson@example.org,NC,Opera/9.72.(X11; Linux i686; ga-IE) Presto/2.9.182 Version/12.00,33198,(555)435 - 3441,2023-02-09T10:50:59Z,36187 Day Junction Fake St.,legit
32.88.89.152,fake_scott29@example.com,MO,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),32485,(555)643 - 5570,2022-10-22T21:31:05Z,7527 Justin Forest Fake St.,legit
208.23.211.55,fake_lori52@example.org,WI,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.1),34232,(555)578 - 2435,2022-07-05T19:13:47Z,1518 Michael Village Fake St.,legit
216.29.183.45,fake_osingleton@example.net,MO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/13.0.834.0 Safari/536.1",33005,(555)165 - 7103,2022-06-02T01:24:37Z,187 Ashley Meadows Fake St.,legit
175.136.188.127,fake_lsimpson@example.org,WI,Mozilla/5.0 (Windows NT 5.01; pa-IN; rv:1.9.2.20) Gecko/2020-04-13 17:17:20 Firefox/8.0,32833,(555)325 - 4869,2023-03-01T08:20:53Z,97700 Miller Mission Fake St.,legit
98.155.131.84,fake_zkline@example.net,NY,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7 rv:3.0; sid-ET) AppleWebKit/533.47.7 (KHTML, like Gecko) Version/5.0.3 Safari/533.47.7",33485,(555)329 - 1250,2022-12-17T01:34:08Z,5255 Timothy Meadow Fake St.,legit
206.155.193.153,fake_beverly90@example.com,PA,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/14.0.824.0 Safari/533.2",32343,(555)758 - 2025,2022-08-22T11:47:23Z,735 Mary Road Fake St.,legit
199.190.92.146,fake_ynelson@example.org,HI,Opera/9.19.(Windows NT 4.0; ve-ZA) Presto/2.9.169 Version/11.00,34701,(555)608 - 4850,2022-07-09T19:40:41Z,249 Young Lake Fake St.,legit
221.221.252.240,fake_halljeffery@example.net,LA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0; rv:1.9.5.20) Gecko/2019-08-24 11:52:32 Firefox/3.6.9,32985,(555)116 - 7541,2022-04-27T07:53:56Z,4951 Sean Drives Fake St.,legit
222.222.59.115,fake_rmeyer@example.org,PA,Mozilla/5.0 (Android 5.0; Mobile; rv:10.0) Gecko/10.0 Firefox/10.0,32759,(555)364 - 2890,2022-11-02T13:58:47Z,879 Stephanie Forge Fake St.,legit
134.220.89.14,fake_tcummings@example.com,OR,Opera/9.58.(X11; Linux i686; mag-IN) Presto/2.9.163 Version/12.00,33753,(555)758 - 7444,2022-06-10T02:20:11Z,66030 John Brooks Fake St.,legit
133.223.251.73,fake_lwilson@example.net,TN,Opera/9.49.(X11; Linux x86_64; ha-NG) Presto/2.9.164 Version/11.00,32441,(555)663 - 5529,2022-11-01T20:32:30Z,49934 Guerrero Coves Fake St.,legit
216.164.10.179,fake_marissa46@example.com,AL,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),32044,(555)887 - 7718,2022-05-12T11:20:25Z,876 Michael Via Fake St.,legit
160.204.130.207,fake_frank37@example.org,AR,Opera/9.61.(Windows NT 4.0; mni-IN) Presto/2.9.172 Version/12.00,32648,(555)439 - 4390,2023-03-03T11:52:13Z,287 Fuller Road Fake St.,legit
96.46.7.202,fake_othompson@example.com,TN,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; km-KH) AppleWebKit/534.6.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6534.6.7",34670,(555)572 - 9293,2022-06-02T23:36:29Z,639 Castro Meadow Fake St.,legit
156.13.143.13,fake_qlopez@example.org,WY,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mni-IN) AppleWebKit/534.46.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6534.46.4",32257,(555)158 - 4239,2023-01-02T10:37:18Z,01065 Bailey Plains Fake St.,legit
101.11.93.209,fake_lisa72@example.com,TX,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2011-02-06 20:24:04 Firefox/3.6.14,33142,(555)148 - 2607,2022-07-11T21:51:00Z,0849 Ford Course Fake St.,legit
49.164.28.154,fake_debra94@example.com,OR,Mozilla/5.0 (Android 6.0.1; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,33144,(555)333 - 4103,2022-10-09T03:28:45Z,52090 Whitney Stream Fake St.,legit
199.26.190.189,fake_johnny62@example.com,AR,Opera/9.15.(Windows NT 5.0; ky-KG) Presto/2.9.187 Version/11.00,32315,(555)862 - 2261,2023-03-02T21:39:39Z,776 Mercado Avenue Fake St.,legit
49.31.168.133,fake_mcmahontammy@example.net,OR,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; bg-BG) AppleWebKit/533.6.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.6.2",33801,(555)581 - 8817,2022-03-23T15:01:41Z,022 Carl Divide Fake St.,legit
215.134.173.184,fake_travis51@example.net,FL,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; iu-CA) AppleWebKit/534.6.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6534.6.6",34946,(555)583 - 2221,2023-02-01T21:22:44Z,7866 Peter Glen Fake St.,legit
122.105.125.44,fake_anita92@example.com,WA,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.0),33129,(555)455 - 7198,2022-03-07T02:47:08Z,64978 Ruiz Mountains Fake St.,legit
46.229.232.11,fake_proctornicholas@example.com,WA,Opera/8.55.(X11; Linux x86_64; br-FR) Presto/2.9.174 Version/10.00,32100,(555)812 - 6222,2022-06-26T19:55:30Z,9817 Armstrong Isle Fake St.,legit
53.131.98.191,fake_sextonwayne@example.net,MI,Mozilla/5.0 (Windows NT 6.2; hak-TW; rv:1.9.0.20) Gecko/2014-12-31 17:49:07 Firefox/9.0,34951,(555)472 - 4095,2023-02-14T18:16:57Z,807 Holt Views Fake St.,legit
220.44.61.18,fake_rachelrowland@example.net,NV,Opera/9.10.(X11; Linux x86_64; mai-IN) Presto/2.9.172 Version/12.00,34768,(555)609 - 4263,2022-10-21T17:00:08Z,26408 Schultz Coves Fake St.,legit
105.63.24.104,fake_spencerking@example.net,MO,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; rv:1.9.4.20) Gecko/2011-05-16 12:45:20 Firefox/3.8,32369,(555)424 - 7692,2023-02-01T11:08:52Z,3068 Paul Trail Fake St.,legit
51.172.20.74,fake_natalie19@example.com,NM,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/10.3i3440.0 Mobile/48N491 Safari/536.2",34105,(555)343 - 1606,2022-11-19T02:29:37Z,30468 Mccormick Stravenue Fake St.,legit
27.147.169.230,fake_dunlapkimberly@example.net,WY,Opera/9.36.(Windows NT 5.1; mhr-RU) Presto/2.9.174 Version/11.00,33529,(555)327 - 9196,2022-05-27T05:37:02Z,2163 Fry Manor Fake St.,legit
216.104.0.230,fake_zhoover@example.org,WI,Opera/9.59.(X11; Linux x86_64; eu-FR) Presto/2.9.165 Version/12.00,32420,(555)687 - 6804,2023-01-22T23:55:14Z,5224 Gutierrez Terrace Fake St.,legit
78.137.29.153,fake_nlewis@example.net,MO,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; fy-DE) AppleWebKit/531.15.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.15.2",32244,(555)833 - 5916,2022-05-23T04:35:20Z,7434 Bryant Mountain Fake St.,legit
62.102.211.103,fake_tadams@example.com,WA,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/28.0.886.0 Safari/532.1",34372,(555)864 - 9748,2022-03-07T00:47:22Z,15349 Schwartz Underpass Fake St.,legit
217.233.157.109,fake_jamesbeasley@example.org,MO,Mozilla/5.0 (Windows NT 6.1; nhn-MX; rv:1.9.0.20) Gecko/2018-12-10 13:38:26 Firefox/3.8,34642,(555)720 - 6257,2022-06-17T00:27:23Z,18274 Juan Coves Fake St.,legit
107.110.172.102,fake_nguyenjames@example.org,OR,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/29.0.862.0 Safari/531.2",33104,(555)580 - 2059,2022-03-19T03:31:56Z,01517 Clark Lock Fake St.,legit
182.89.253.93,fake_katherinejohnson@example.net,LA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8 rv:4.0; gl-ES) AppleWebKit/531.24.2 (KHTML, like Gecko) Version/4.0 Safari/531.24.2",33925,(555)598 - 1726,2022-07-05T03:07:03Z,154 Kathryn Harbors Fake St.,legit
87.214.26.73,fake_lrojas@example.com,PA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; nl-NL) AppleWebKit/533.40.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.40.3",32785,(555)302 - 7725,2022-10-21T01:01:08Z,1878 Alexander Wall Fake St.,legit
62.240.241.127,fake_vargasnicholas@example.com,IA,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/24.0.833.0 Mobile/18G603 Safari/533.2",32596,(555)169 - 8506,2022-06-02T12:31:45Z,0026 Gutierrez Parkway Fake St.,legit
61.135.201.120,fake_alexafields@example.com,WY,Opera/8.53.(X11; Linux x86_64; br-FR) Presto/2.9.171 Version/11.00,34079,(555)894 - 8263,2022-04-03T00:36:54Z,3506 Nina Street Fake St.,legit
223.40.13.25,fake_qshepherd@example.net,WY,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_7) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/31.0.881.0 Safari/534.2",34298,(555)592 - 4578,2023-01-19T14:43:11Z,0521 Cain Forest Fake St.,legit
102.96.213.160,fake_cory62@example.org,WI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/18.0.865.0 Safari/532.0",33357,(555)364 - 2890,2022-08-11T06:16:14Z,19981 Martin Plains Fake St.,legit
195.134.69.19,fake_rhonda30@example.org,FL,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6; rv:1.9.6.20) Gecko/2017-03-08 18:42:02 Firefox/3.8,32052,(555)880 - 7936,2022-11-15T14:49:22Z,719 Walter Orchard Fake St.,legit
112.106.36.120,fake_jeffrey00@example.net,TN,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/54.0.872.0 Safari/533.0",34881,(555)481 - 4165,2022-06-06T07:38:55Z,61688 Gray Locks Fake St.,legit
152.135.14.137,fake_cynthia55@example.com,OR,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.30.5 (KHTML, like Gecko) Version/5.0 Safari/532.30.5",34673,(555)923 - 6118,2022-05-09T12:15:05Z,40930 Jose Point Fake St.,legit
58.241.128.155,fake_owensjeffrey@example.com,OR,Opera/9.29.(Windows NT 6.2; hr-HR) Presto/2.9.175 Version/10.00,34874,(555)446 - 9971,2022-12-20T22:31:41Z,98705 Breanna Port Fake St.,legit
118.110.107.58,fake_adam98@example.org,OR,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/12.5c3636.0 Mobile/95J783 Safari/532.0",32747,(555)119 - 1718,2022-07-31T09:24:59Z,73134 Robert Mountain Fake St.,legit
172.120.69.77,fake_carlos44@example.org,FL,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.46.7 (KHTML, like Gecko) Version/4.0 Safari/532.46.7",34792,(555)108 - 2184,2022-10-13T03:50:56Z,898 Moreno Fords Fake St.,legit
73.103.107.219,fake_eherrera@example.com,TN,Mozilla/5.0 (Windows NT 6.1; sk-SK; rv:1.9.1.20) Gecko/2015-02-03 00:57:43 Firefox/3.6.16,33575,(555)533 - 7720,2022-07-29T00:54:29Z,495 Miller Centers Fake St.,legit
142.73.149.230,fake_smithriley@example.net,CO,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/16.4s4024.0 Mobile/42N192 Safari/532.2",33309,(555)828 - 8191,2022-12-18T21:24:43Z,939 Jeremy Estates Fake St.,legit
32.59.255.65,fake_reeselisa@example.net,NC,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; wa-BE) AppleWebKit/533.41.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6533.41.6",32961,(555)906 - 8734,2022-08-21T07:39:42Z,6965 Briggs Passage Fake St.,legit
50.75.179.148,fake_katherinedavis@example.com,PA,Opera/9.85.(X11; Linux x86_64; tg-TJ) Presto/2.9.189 Version/12.00,33319,(555)148 - 2840,2022-05-30T02:20:25Z,002 Walker Ports Fake St.,legit
102.100.131.70,fake_jared50@example.net,MO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/61.0.828.0 Safari/535.1",33801,(555)861 - 6310,2022-07-25T20:17:08Z,78843 Phillips Estates Fake St.,legit
42.102.174.223,fake_rebekahadams@example.net,WI,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.5.1 (KHTML, like Gecko) Version/4.0.5 Safari/535.5.1",34982,(555)634 - 4838,2022-08-26T10:15:22Z,9549 Murray Forks Fake St.,legit
166.233.35.118,fake_riosnathan@example.com,LA,Mozilla/5.0 (Windows NT 5.01; li-BE; rv:1.9.2.20) Gecko/2020-03-17 08:49:24 Firefox/3.6.13,33740,(555)275 - 1124,2022-04-18T04:16:47Z,48712 Bonilla Manor Fake St.,legit
119.4.144.7,fake_jasonbowman@example.net,MO,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/20.0.849.0 Safari/532.2",32748,(555)154 - 8220,2022-05-13T15:07:04Z,54099 Samantha Ramp Fake St.,legit
47.224.218.35,fake_owensjeffrey@example.com,TX,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ce-RU) AppleWebKit/533.46.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.46.6",32611,(555)318 - 3745,2022-08-21T13:01:34Z,192 Molly Islands Fake St.,legit
77.93.47.206,fake_darrell89@example.com,TN,Opera/9.23.(X11; Linux i686; nb-NO) Presto/2.9.186 Version/10.00,34623,(555)823 - 3800,2022-04-25T05:37:31Z,84506 Gonzalez Mountain Fake St.,legit
41.216.35.129,fake_onealerica@example.org,NY,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0 rv:5.0; ln-CD) AppleWebKit/533.8.7 (KHTML, like Gecko) Version/4.0.5 Safari/533.8.7",33772,(555)816 - 4784,2022-12-06T18:19:01Z,101 Katherine Lock Fake St.,legit
32.59.255.65,fake_carloswood@example.net,OR,"Mozilla/5.0 (Linux; Android 3.2.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/37.0.807.0 Safari/535.0",33395,(555)210 - 4539,2023-01-09T02:31:10Z,1463 Alvarez Ville Fake St.,legit
168.158.201.43,fake_matthewtran@example.net,WA,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/35.0.814.0 Safari/532.1",33258,(555)419 - 9883,2022-09-18T17:56:14Z,074 Kenneth Run Fake St.,legit
57.16.197.186,fake_larnold@example.org,PA,Opera/8.68.(Windows NT 5.01; doi-IN) Presto/2.9.167 Version/10.00,34061,(555)229 - 2527,2022-05-12T04:16:43Z,63923 Avery Valleys Fake St.,legit
98.175.157.81,fake_annbrown@example.com,WY,Opera/9.83.(Windows NT 5.1; os-RU) Presto/2.9.168 Version/10.00,34240,(555)894 - 9805,2022-06-26T06:47:09Z,8900 Caldwell Station Fake St.,legit
133.203.86.30,fake_millermatthew@example.org,WY,Opera/8.36.(Windows NT 6.2; sr-RS) Presto/2.9.166 Version/11.00,34508,(555)149 - 2014,2022-04-16T10:13:48Z,49433 Christopher Tunnel Fake St.,legit
24.183.64.105,fake_yvilla@example.com,IA,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2014-05-03 08:56:01 Firefox/6.0,33819,(555)575 - 2651,2022-12-13T07:39:31Z,999 Washington Garden Fake St.,legit
90.121.93.224,fake_davenporttheresa@example.org,WI,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_5 rv:3.0; es-PY) AppleWebKit/531.6.7 (KHTML, like Gecko) Version/5.0 Safari/531.6.7",33772,(555)247 - 4177,2022-03-30T22:52:39Z,7769 Elaine Valley Fake St.,legit
34.149.221.223,fake_troy61@example.net,MD,Mozilla/5.0 (Android 2.2; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,32622,(555)911 - 6989,2022-09-13T23:21:54Z,0110 Jessica Extensions Fake St.,legit
46.50.32.223,fake_rebekahadams@example.net,WY,Opera/9.71.(X11; Linux x86_64; lzh-TW) Presto/2.9.168 Version/12.00,34209,(555)128 - 9823,2022-11-18T23:06:05Z,69882 Timothy Summit Fake St.,legit
108.215.31.35,fake_tsmith@example.com,OR,Opera/9.57.(Windows 98; tl-PH) Presto/2.9.176 Version/10.00,34635,(555)236 - 3471,2022-10-12T15:01:06Z,72431 Garcia Stravenue Fake St.,legit
222.105.148.144,fake_shane51@example.com,IA,"Mozilla/5.0 (Linux; Android 4.4.4) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/43.0.807.0 Safari/534.0",32637,(555)742 - 8247,2022-09-20T19:53:43Z,25032 Courtney Crossing Fake St.,legit
101.129.215.164,fake_wilsonkelly@example.net,CO,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; byn-ER) AppleWebKit/533.7.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6533.7.5",34423,(555)965 - 5931,2022-06-08T19:59:34Z,0949 Gonzales Curve Fake St.,legit
10.73.223.31,fake_jill20@example.net,TN,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/55.0.860.0 Safari/534.2",32947,(555)792 - 5730,2023-01-04T16:26:40Z,884 Grant Orchard Fake St.,legit
143.221.247.244,fake_david29@example.org,LA,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),33612,(555)894 - 4401,2022-11-02T22:49:51Z,8486 Eileen Well Fake St.,legit
65.112.88.15,fake_matthewbarrett@example.com,OR,Opera/9.90.(X11; Linux i686; mni-IN) Presto/2.9.170 Version/12.00,34669,(555)219 - 5058,2022-09-08T18:06:16Z,8468 Peters Greens Fake St.,legit
89.180.224.180,fake_howardshane@example.org,MO,Opera/9.41.(Windows 95; he-IL) Presto/2.9.171 Version/12.00,33008,(555)543 - 4501,2022-07-19T06:12:14Z,03025 Wendy Estate Fake St.,legit
156.13.143.13,fake_savannahhernandez@example.com,NY,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/20.0.825.0 Safari/534.2",34313,(555)841 - 4529,2022-06-01T17:56:47Z,1426 Jessica Skyway Fake St.,legit
199.109.167.178,fake_smullen@example.net,ME,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.1),33049,(555)169 - 4325,2022-05-27T02:36:21Z,8199 Theresa Ports Fake St.,legit
101.126.208.7,fake_salasjohn@example.com,LA,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_8; rv:1.9.4.20) Gecko/2019-02-09 08:29:52 Firefox/15.0,33087,(555)524 - 3158,2022-11-30T08:17:27Z,77024 Robin Burgs Fake St.,legit
200.187.48.146,fake_tmatthews@example.com,NC,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5 rv:5.0; eu-ES) AppleWebKit/533.31.2 (KHTML, like Gecko) Version/5.1 Safari/533.31.2",33575,(555)346 - 8186,2023-02-15T05:26:31Z,587 Erik Viaduct Fake St.,legit
135.254.115.76,fake_mistyhernandez@example.com,TX,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/18.0.827.0 Safari/535.0",34827,(555)141 - 9851,2022-10-02T01:10:06Z,82607 Lindsay Hill Fake St.,legit
132.254.121.51,fake_browntracey@example.net,NV,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2017-12-31 13:33:55 Firefox/3.8,34444,(555)429 - 7561,2022-12-11T21:53:26Z,058 Leonard Street Fake St.,legit
221.48.184.133,fake_christinalopez@example.net,TX,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fo-FO) AppleWebKit/532.40.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.40.7",33084,(555)258 - 7195,2022-09-15T21:38:45Z,487 Mary Freeway Fake St.,legit
202.121.2.209,fake_tiffany82@example.net,AR,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/62.0.874.0 Safari/536.2",34229,(555)204 - 5146,2022-04-03T13:25:39Z,546 Ariel Burg Fake St.,legit
75.144.45.171,fake_charles89@example.net,LA,Mozilla/5.0 (Windows 98; Win 9x 4.90; am-ET; rv:1.9.1.20) Gecko/2015-08-22 04:30:13 Firefox/13.0,34935,(555)631 - 4026,2022-09-07T18:54:43Z,209 Katherine Plains Fake St.,legit
13.50.84.151,fake_darleneweber@example.com,PA,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.0),32920,(555)213 - 2946,2023-03-04T15:22:59Z,896 Deleon Pines Fake St.,legit
