first_name,last_name,date_of_birth,incident_severity,num_vehicles_involved,num_injuries,num_witnesses,police_report_available,injury_claim,vehicle_claim,incident_hour,customer_age,policy_deductable,policy_annual_premium,num_claims_past_year,EVENT_LABEL,EVENT_TIMESTAMP,EVENT_ID,ENTITY_TYPE,ENTITY_ID,policy_id,incident_type,LABEL_TIMESTAMP
Jay,Dominguez,1989-05-06,5.0,2.0,4.0,1.0,0.0,10736.0,4110.0,15.0,44.0,597.0,3278.0,3.0,legit,2022-10-03T23:27:21Z,3bc91f38-e72a-476a-8396-8cf1419f00c4,customer,a657-32094940,3bc91f38-e72a-476a-8396-8cf1419f00c4,breakin,2023-03-06T15:05:50Z
Luke,Blanchard,2020-08-09,7.0,2.0,3.0,1.0,0.0,10621.0,3482.0,6.0,55.0,560.0,3075.0,6.0,legit,2022-10-15T08:37:02Z,b0d84947-a433-4fd3-b256-744d19cdb488,customer,a448-50746709,b0d84947-a433-4fd3-b256-744d19cdb488,theft,2023-03-06T15:05:50Z
Lauren,Gutierrez,1985-10-11,5.0,2.0,4.0,1.0,0.0,11781.0,4721.0,12.0,44.0,659.0,3552.0,4.0,legit,2022-05-29T01:17:52Z,d4a2e63b-a90c-4a80-b055-7043d54175c8,customer,b029-78589740,d4a2e63b-a90c-4a80-b055-7043d54175c8,theft,2023-03-06T15:05:50Z
Andres,Briggs,1977-03-11,6.0,2.0,4.0,2.0,0.0,7372.0,3230.0,12.0,40.0,505.0,2493.0,3.0,legit,2022-09-26T15:59:12Z,caa89a4e-0819-403d-957d-dba4445ba9f2,customer,a164-21017365,caa89a4e-0819-403d-957d-dba4445ba9f2,collision,2023-03-06T15:05:50Z
Cristina,Owen,2017-03-06,5.0,3.0,3.0,2.0,0.0,10517.0,3595.0,15.0,41.0,497.0,2796.0,4.0,legit,2022-12-03T06:16:58Z,ee44dbce-9dac-4ca4-9d9f-297ff80378b1,customer,d591-59310040,ee44dbce-9dac-4ca4-9d9f-297ff80378b1,breakin,2023-03-06T15:05:50Z
Christie,Richards,1953-06-19,5.0,2.0,4.0,2.0,0.0,8379.0,7147.0,4.0,52.0,440.0,2506.0,6.0,legit,2022-10-13T05:25:38Z,b2f7a950-704e-4001-bd56-dee1a341474f,customer,d870-73535537,b2f7a950-704e-4001-bd56-dee1a341474f,breakin,2023-03-06T15:05:50Z
Cynthia,Stuart,1931-05-16,4.0,2.0,4.0,2.0,0.0,10290.0,6272.0,4.0,48.0,523.0,1766.0,3.0,legit,2022-09-10T03:07:39Z,06e67e19-4338-4d83-89f1-55a2aa8a89bc,customer,b673-20008595,06e67e19-4338-4d83-89f1-55a2aa8a89bc,collision,2023-03-06T15:05:50Z
Raymond,Rivers,1961-05-13,5.0,3.0,4.0,2.0,0.0,8491.0,5035.0,12.0,48.0,762.0,1953.0,5.0,legit,2022-10-16T19:54:06Z,ccd09d10-7f2e-4323-a678-142d39cd8def,customer,b975-34324085,ccd09d10-7f2e-4323-a678-142d39cd8def,theft,2023-03-06T15:05:50Z
Judith,Barker,1936-07-21,4.0,3.0,3.0,2.0,0.0,7392.0,5678.0,11.0,54.0,726.0,2116.0,4.0,legit,2022-03-06T17:22:47Z,164b78ff-6efa-4509-901f-b087a8c9f70b,customer,d082-33018006,164b78ff-6efa-4509-901f-b087a8c9f70b,breakin,2023-03-06T15:05:50Z
Karl,Blackburn,1994-08-31,4.0,3.0,3.0,1.0,0.0,7650.0,5167.0,8.0,46.0,447.0,2130.0,3.0,legit,2022-06-07T22:05:20Z,9975430d-bd5e-46fb-97c7-0f15d313df88,customer,b919-28186724,9975430d-bd5e-46fb-97c7-0f15d313df88,theft,2023-03-06T15:05:50Z
Howard,Mack,1963-08-13,4.0,3.0,5.0,2.0,0.0,8976.0,6091.0,16.0,39.0,611.0,3597.0,4.0,legit,2022-12-09T21:01:34Z,e05b5432-fa0c-4c08-88b4-bc76cc966582,customer,a977-86719122,e05b5432-fa0c-4c08-88b4-bc76cc966582,collision,2023-03-06T15:05:50Z
Lawrence,Mercer,1994-11-06,4.0,2.0,5.0,2.0,0.0,7250.0,5226.0,9.0,52.0,633.0,2310.0,4.0,legit,2022-10-01T00:35:33Z,f9173295-694f-4b95-b2f6-c72c1fc965e6,customer,b409-63406209,f9173295-694f-4b95-b2f6-c72c1fc965e6,collision,2023-03-06T15:05:50Z
Allison,Huff,1997-01-14,5.0,3.0,4.0,2.0,0.0,9524.0,4858.0,16.0,42.0,612.0,3063.0,4.0,legit,2022-10-15T10:00:23Z,340790bd-4d34-4921-9db9-c44fc197542c,customer,c007-74880809,340790bd-4d34-4921-9db9-c44fc197542c,collision,2023-03-06T15:05:50Z
Gregg,Mccullough,2001-12-27,6.0,2.0,3.0,2.0,0.0,8475.0,5033.0,11.0,52.0,694.0,2113.0,6.0,legit,2023-01-21T01:18:04Z,f96caf20-c1c0-495e-9359-ee776f8b2de8,customer,c628-14591957,f96caf20-c1c0-495e-9359-ee776f8b2de8,collision,2023-03-06T15:05:50Z
Carlos,Gonzales,1945-08-28,6.0,2.0,3.0,2.0,0.0,8440.0,4334.0,11.0,45.0,596.0,2838.0,4.0,legit,2022-04-14T04:25:52Z,6e1cc6b9-195e-49df-be7d-044486e579df,customer,d460-16371584,6e1cc6b9-195e-49df-be7d-044486e579df,collision,2023-03-06T15:05:50Z
Wesley,Tucker,2010-12-16,4.0,2.0,3.0,1.0,0.0,8613.0,5984.0,5.0,50.0,477.0,2557.0,5.0,legit,2022-05-25T20:38:21Z,2bdf81b4-a38d-4dcc-91a9-5d82aeb2ead1,customer,c820-52602962,2bdf81b4-a38d-4dcc-91a9-5d82aeb2ead1,theft,2023-03-06T15:05:50Z
Roger,Green,1987-11-13,2.0,2.0,4.0,2.0,0.0,6306.0,5629.0,11.0,40.0,674.0,2304.0,5.0,legit,2023-02-12T07:21:43Z,55b0f00c-c026-47e9-b6f4-6ad357877f77,customer,a297-12412099,55b0f00c-c026-47e9-b6f4-6ad357877f77,breakin,2023-03-06T15:05:50Z
Danny,Atkinson,1937-12-16,5.0,2.0,4.0,2.0,0.0,5455.0,4949.0,11.0,53.0,621.0,3021.0,5.0,legit,2022-10-16T22:58:33Z,363e2c95-a545-4f3b-a2ed-98d454492070,customer,b466-99144046,363e2c95-a545-4f3b-a2ed-98d454492070,collision,2023-03-06T15:05:50Z
Paula,Vaughan,1942-06-24,4.0,2.0,3.0,2.0,0.0,9965.0,6984.0,8.0,46.0,626.0,1411.0,3.0,legit,2022-11-13T19:07:36Z,cae5c3b8-956d-41a6-a227-cc129750330e,customer,b974-21607292,cae5c3b8-956d-41a6-a227-cc129750330e,breakin,2023-03-06T15:05:50Z
Ricky,Robinson,1962-02-19,5.0,2.0,3.0,2.0,0.0,9822.0,3170.0,14.0,35.0,400.0,2194.0,3.0,legit,2022-08-22T09:22:58Z,488087b0-8249-4464-9242-fc3405c20b6f,customer,d485-02769475,488087b0-8249-4464-9242-fc3405c20b6f,collision,2023-03-06T15:05:50Z
Kristine,Donovan,1942-08-20,6.0,2.0,4.0,2.0,0.0,8629.0,5392.0,9.0,51.0,559.0,2673.0,6.0,legit,2022-06-04T19:17:09Z,f31f7973-3892-4912-9bde-b4b5179b5645,customer,b315-77698993,f31f7973-3892-4912-9bde-b4b5179b5645,collision,2023-03-06T15:05:50Z
Kevin,Acevedo,1996-12-19,5.0,2.0,4.0,2.0,0.0,7516.0,5339.0,8.0,48.0,673.0,2077.0,5.0,legit,2022-04-30T15:33:42Z,575b6279-5618-40d3-8300-84c2830a9188,customer,b311-24778099,575b6279-5618-40d3-8300-84c2830a9188,breakin,2023-03-06T15:05:50Z
Dennis,Kidd,1940-07-23,6.0,2.0,4.0,2.0,0.0,9115.0,5060.0,5.0,47.0,369.0,2410.0,6.0,legit,2022-07-09T20:54:08Z,630cdcf4-d523-4831-a603-1bc282c16a23,customer,d391-07607314,630cdcf4-d523-4831-a603-1bc282c16a23,theft,2023-03-06T15:05:50Z
Megan,Whitehead,1936-04-03,5.0,2.0,3.0,2.0,0.0,11021.0,3779.0,12.0,48.0,712.0,2807.0,3.0,legit,2022-05-25T15:30:37Z,69b85976-3d58-4a09-a2ab-d78fa705957c,customer,b839-53073713,69b85976-3d58-4a09-a2ab-d78fa705957c,collision,2023-03-06T15:05:50Z
Mercedes,Bullock,1989-03-07,4.0,2.0,4.0,2.0,0.0,12460.0,2031.0,11.0,35.0,470.0,2120.0,3.0,legit,2022-07-22T11:44:16Z,3620b8e7-64c1-4d94-ac38-8b7422d915fd,customer,c483-69107871,3620b8e7-64c1-4d94-ac38-8b7422d915fd,breakin,2023-03-06T15:05:50Z
Allison,Gallagher,1999-06-24,5.0,3.0,4.0,2.0,0.0,11123.0,3576.0,16.0,38.0,574.0,3202.0,3.0,legit,2022-12-11T03:49:37Z,91855f32-054b-4cca-aea0-f09d1161475d,customer,d214-67817928,91855f32-054b-4cca-aea0-f09d1161475d,breakin,2023-03-06T15:05:50Z
Joel,Gould,1970-07-31,5.0,2.0,5.0,2.0,0.0,8374.0,5946.0,5.0,43.0,396.0,1986.0,5.0,legit,2022-04-03T17:59:16Z,e60df6b4-212d-494e-8e2a-9a63d0d318d4,customer,d965-47764147,e60df6b4-212d-494e-8e2a-9a63d0d318d4,breakin,2023-03-06T15:05:50Z
Sylvia,Cooper,1993-03-16,6.0,2.0,4.0,2.0,0.0,9749.0,4949.0,10.0,41.0,724.0,2265.0,6.0,legit,2022-10-09T09:54:02Z,815aeb1f-273b-4989-b133-aa5b91c2f62b,customer,a349-69980405,815aeb1f-273b-4989-b133-aa5b91c2f62b,theft,2023-03-06T15:05:50Z
Felicia,Garrett,1933-10-11,6.0,2.0,4.0,1.0,0.0,10106.0,3131.0,10.0,36.0,658.0,3270.0,3.0,legit,2022-03-08T12:59:29Z,12cf1a43-3420-4235-8996-dd835a1f09ff,customer,d095-32286733,12cf1a43-3420-4235-8996-dd835a1f09ff,breakin,2023-03-06T15:05:50Z
James,Bell,1950-06-13,5.0,2.0,5.0,2.0,0.0,7746.0,5004.0,8.0,59.0,524.0,2625.0,3.0,legit,2022-10-15T04:12:39Z,5a87a46a-ba3b-430c-b1c5-37b57728f411,customer,a544-06657677,5a87a46a-ba3b-430c-b1c5-37b57728f411,collision,2023-03-06T15:05:50Z
Dillon,Galloway,2016-10-13,5.0,2.0,3.0,2.0,0.0,9032.0,4487.0,8.0,36.0,628.0,2488.0,3.0,legit,2022-06-12T20:55:43Z,974e7d89-0b4d-49ca-a149-6bcb7432df74,customer,a287-47934318,974e7d89-0b4d-49ca-a149-6bcb7432df74,theft,2023-03-06T15:05:50Z
Clayton,Maldonado,1926-11-01,6.0,2.0,4.0,2.0,0.0,8294.0,2092.0,11.0,43.0,587.0,2984.0,2.0,legit,2022-04-24T19:45:46Z,88c3b911-d41d-4e27-9036-68cb61007671,customer,d568-95908165,88c3b911-d41d-4e27-9036-68cb61007671,theft,2023-03-06T15:05:50Z
Sarah,Meadows,1987-03-02,4.0,3.0,4.0,2.0,0.0,5762.0,6368.0,10.0,42.0,539.0,1719.0,5.0,legit,2022-09-10T13:23:23Z,eb86fe9d-4f66-4e2f-830c-24dee03d6799,customer,d350-76722696,eb86fe9d-4f66-4e2f-830c-24dee03d6799,theft,2023-03-06T15:05:50Z
Gabriella,Carlson,2017-02-15,3.0,3.0,4.0,2.0,0.0,14954.0,4903.0,16.0,34.0,573.0,3977.0,5.0,legit,2022-07-27T13:40:07Z,015a9541-916b-4040-9892-6e9ed1bdda30,customer,c153-27164751,015a9541-916b-4040-9892-6e9ed1bdda30,collision,2023-03-06T15:05:50Z
Cynthia,Velez,1997-03-29,5.0,2.0,5.0,2.0,0.0,8328.0,4879.0,7.0,49.0,547.0,2647.0,3.0,legit,2022-05-18T11:49:22Z,c6eebeea-ffd1-4534-a634-e66cd0873b29,customer,b830-53869143,c6eebeea-ffd1-4534-a634-e66cd0873b29,collision,2023-03-06T15:05:50Z
Kerri,Burgess,2020-12-23,5.0,2.0,5.0,1.0,0.0,10140.0,4537.0,11.0,35.0,692.0,3493.0,2.0,legit,2022-08-09T10:18:20Z,d6cb06fe-e654-426b-8bf4-46d6cb07bb91,customer,c945-93776316,d6cb06fe-e654-426b-8bf4-46d6cb07bb91,breakin,2023-03-06T15:05:50Z
Brian,Cruz,1975-07-23,4.0,3.0,4.0,2.0,0.0,8410.0,5742.0,12.0,43.0,741.0,2410.0,5.0,legit,2022-05-13T14:56:37Z,c3b9bb57-1c4f-4a72-bae2-e09a0261aad4,customer,d255-24280351,c3b9bb57-1c4f-4a72-bae2-e09a0261aad4,breakin,2023-03-06T15:05:50Z
Ebony,Ball,2017-04-09,3.0,2.0,4.0,2.0,0.0,7893.0,5496.0,7.0,43.0,455.0,1968.0,5.0,legit,2022-09-09T05:06:05Z,fe4f8086-b0a9-4ded-aa03-9b01961e7ab9,customer,a469-79826523,fe4f8086-b0a9-4ded-aa03-9b01961e7ab9,theft,2023-03-06T15:05:50Z
Kerry,Fitzpatrick,1974-06-12,4.0,2.0,4.0,2.0,0.0,7451.0,7810.0,6.0,45.0,589.0,1513.0,6.0,legit,2022-10-13T22:30:45Z,f6e92f0d-c266-4272-bf56-ac8f6cc464f3,customer,c549-60357306,f6e92f0d-c266-4272-bf56-ac8f6cc464f3,breakin,2023-03-06T15:05:50Z
Daniel,Knox,1925-12-22,6.0,2.0,2.0,1.0,0.0,7647.0,4918.0,8.0,45.0,577.0,2880.0,3.0,legit,2022-08-12T15:13:46Z,ceb0f93c-15df-466e-b6ad-8ec50b84126f,customer,c073-80161388,ceb0f93c-15df-466e-b6ad-8ec50b84126f,theft,2023-03-06T15:05:50Z
Alejandra,Foster,1990-11-03,6.0,2.0,2.0,3.0,0.0,8693.0,3200.0,17.0,43.0,301.0,2928.0,5.0,legit,2022-10-02T06:55:57Z,57cd8c6e-e9dd-4145-92b8-e46a71dae083,customer,b133-37964092,57cd8c6e-e9dd-4145-92b8-e46a71dae083,breakin,2023-03-06T15:05:50Z
Wendy,Irwin,2018-05-21,4.0,2.0,3.0,2.0,0.0,8512.0,6268.0,10.0,40.0,503.0,1729.0,6.0,legit,2022-08-05T03:33:46Z,189142ee-4bd4-47f7-b80c-ae90eb31f864,customer,b647-87699736,189142ee-4bd4-47f7-b80c-ae90eb31f864,collision,2023-03-06T15:05:50Z
Raven,Mcknight,1912-09-09,4.0,3.0,4.0,1.0,0.0,5765.0,5255.0,7.0,48.0,364.0,2341.0,4.0,legit,2022-03-20T21:27:42Z,2eb3e6c4-7d58-4834-bd3f-8ea7b5b0c03e,customer,d266-35503554,2eb3e6c4-7d58-4834-bd3f-8ea7b5b0c03e,theft,2023-03-06T15:05:50Z
Austin,Haley,1955-02-21,6.0,2.0,3.0,2.0,0.0,7826.0,4003.0,13.0,44.0,530.0,3258.0,3.0,legit,2022-04-28T15:14:13Z,6f766960-8368-4b84-9b9b-a8feb9f9bb0c,customer,d197-07051159,6f766960-8368-4b84-9b9b-a8feb9f9bb0c,theft,2023-03-06T15:05:50Z
Linda,Campbell,1954-03-13,5.0,3.0,4.0,2.0,0.0,7452.0,5836.0,8.0,43.0,583.0,2326.0,5.0,legit,2022-11-22T09:06:21Z,dd199739-c915-4139-81e5-728da06780a9,customer,a305-21374936,dd199739-c915-4139-81e5-728da06780a9,breakin,2023-03-06T15:05:50Z
Jared,Mcmillan,2008-03-31,5.0,2.0,4.0,2.0,0.0,9830.0,3867.0,15.0,35.0,608.0,2736.0,3.0,legit,2022-06-14T06:21:40Z,32ea64fe-a0af-4c7b-a5a0-90e232dd8346,customer,a092-90034064,32ea64fe-a0af-4c7b-a5a0-90e232dd8346,theft,2023-03-06T15:05:50Z
Arthur,Whitaker,1955-02-21,3.0,3.0,4.0,1.0,0.0,14860.0,4472.0,16.0,33.0,620.0,3181.0,3.0,legit,2022-12-14T01:04:02Z,f5c9963d-4dfc-4227-abad-67a7966259d4,customer,b934-12184158,f5c9963d-4dfc-4227-abad-67a7966259d4,theft,2023-03-06T15:05:50Z
Franklin,Bird,1908-10-11,6.0,2.0,3.0,2.0,0.0,10067.0,5512.0,5.0,44.0,507.0,2233.0,8.0,legit,2022-04-28T02:11:24Z,f296fcd9-5332-4840-9b20-0eb367569b8b,customer,c250-06266235,f296fcd9-5332-4840-9b20-0eb367569b8b,collision,2023-03-06T15:05:50Z
Rebecca,Clay,1958-03-12,4.0,3.0,3.0,2.0,0.0,12384.0,5310.0,13.0,40.0,612.0,2972.0,3.0,legit,2022-09-05T04:46:46Z,a3612ba5-861b-4cd5-a315-6d05bc559276,customer,d370-54457859,a3612ba5-861b-4cd5-a315-6d05bc559276,collision,2023-03-06T15:05:50Z
Lauren,Aguirre,2007-11-23,3.0,3.0,2.0,2.0,0.0,5633.0,5800.0,10.0,53.0,649.0,1678.0,4.0,legit,2022-05-21T15:31:59Z,66255f30-7cfb-480e-b9d0-8b7a6f03ebde,customer,b192-61881177,66255f30-7cfb-480e-b9d0-8b7a6f03ebde,breakin,2023-03-06T15:05:50Z
Rebekah,Carson,2006-03-05,3.0,2.0,3.0,1.0,0.0,9713.0,4030.0,8.0,42.0,369.0,2302.0,4.0,legit,2022-10-03T18:05:08Z,e19a238e-5ad6-4a28-a03e-2f35e7f9cb30,customer,b639-20175996,e19a238e-5ad6-4a28-a03e-2f35e7f9cb30,collision,2023-03-06T15:05:50Z
Claudia,Long,1908-06-25,7.0,2.0,3.0,2.0,0.0,7432.0,4161.0,14.0,45.0,555.0,2865.0,4.0,legit,2023-01-14T09:24:36Z,988e7da6-5174-4662-b6c0-147e3b8ff7a7,customer,c599-72086267,988e7da6-5174-4662-b6c0-147e3b8ff7a7,theft,2023-03-06T15:05:50Z
Travis,Joseph,1988-02-07,4.0,2.0,3.0,2.0,0.0,14636.0,1792.0,17.0,33.0,323.0,2761.0,4.0,legit,2022-06-22T23:03:05Z,7f1be8f0-661e-4654-8bff-6f558fe318db,customer,a552-17538606,7f1be8f0-661e-4654-8bff-6f558fe318db,theft,2023-03-06T15:05:50Z
Brianna,Fuller,1974-04-11,5.0,3.0,2.0,2.0,0.0,10858.0,1843.0,13.0,42.0,521.0,2382.0,3.0,legit,2022-04-23T13:35:34Z,be9fb0cc-3bb4-48b6-8937-70e68b871546,customer,d995-22792575,be9fb0cc-3bb4-48b6-8937-70e68b871546,theft,2023-03-06T15:05:50Z
Riley,Mcconnell,2014-01-29,4.0,2.0,4.0,1.0,0.0,13641.0,4747.0,13.0,41.0,649.0,3455.0,3.0,legit,2022-07-22T05:59:06Z,d2970230-80d8-4d0c-b379-6b1720bbd768,customer,a619-88017308,d2970230-80d8-4d0c-b379-6b1720bbd768,breakin,2023-03-06T15:05:50Z
Hayden,Wilkins,2009-11-14,3.0,2.0,5.0,2.0,0.0,13275.0,3711.0,12.0,28.0,475.0,2325.0,2.0,legit,2022-05-02T11:45:30Z,8f845a6d-3f80-4756-8f45-2ab6e2026c4c,customer,c833-27190296,8f845a6d-3f80-4756-8f45-2ab6e2026c4c,theft,2023-03-06T15:05:50Z
Tamara,Wilcox,2014-10-19,4.0,2.0,3.0,2.0,0.0,13559.0,4179.0,12.0,33.0,469.0,3070.0,2.0,legit,2022-11-23T10:22:53Z,2ac47ee1-709d-4d05-8e56-b8307844a3cd,customer,c125-58828639,2ac47ee1-709d-4d05-8e56-b8307844a3cd,collision,2023-03-06T15:05:50Z
Gina,Oliver,1950-06-19,4.0,2.0,3.0,2.0,0.0,7781.0,4548.0,8.0,38.0,453.0,1933.0,6.0,legit,2022-07-24T10:57:22Z,f2951a69-1b5a-4478-b2fb-629db1b5ee2e,customer,c725-78931653,f2951a69-1b5a-4478-b2fb-629db1b5ee2e,breakin,2023-03-06T15:05:50Z
Jay,Schaefer,1978-08-23,5.0,2.0,4.0,2.0,0.0,7234.0,5740.0,7.0,49.0,604.0,2170.0,7.0,legit,2022-06-28T12:45:15Z,7438d588-608e-46c7-abab-0f9624c8bc6f,customer,d529-39798833,7438d588-608e-46c7-abab-0f9624c8bc6f,collision,2023-03-06T15:05:50Z
Riley,Jenkins,1933-02-02,6.0,2.0,4.0,1.0,0.0,10731.0,3178.0,10.0,45.0,663.0,3422.0,2.0,legit,2022-05-07T05:50:20Z,36c28088-3ebd-46db-b6c1-1e743272f52f,customer,b314-28370124,36c28088-3ebd-46db-b6c1-1e743272f52f,collision,2023-03-06T15:05:50Z
Faith,Farrell,1965-10-02,5.0,2.0,4.0,1.0,0.0,7051.0,6392.0,5.0,37.0,327.0,2142.0,6.0,legit,2022-11-02T23:46:12Z,00b21aca-9aa0-426a-a4ea-2a4e0fd436ed,customer,c895-76368840,00b21aca-9aa0-426a-a4ea-2a4e0fd436ed,theft,2023-03-06T15:05:50Z
Meredith,Ware,2011-05-01,4.0,3.0,3.0,2.0,0.0,6521.0,6242.0,7.0,42.0,523.0,1846.0,5.0,legit,2022-12-11T09:45:40Z,dcea57c7-d161-41e4-921a-ecc8d0c4569a,customer,a168-07469719,dcea57c7-d161-41e4-921a-ecc8d0c4569a,collision,2023-03-06T15:05:50Z
Karla,Byrd,1946-05-04,4.0,2.0,2.0,1.0,0.0,10289.0,4767.0,8.0,49.0,316.0,2594.0,6.0,legit,2023-02-28T14:32:27Z,91c9ae9c-4f9d-4360-b824-5e9ac7cc7b58,customer,a777-99815947,91c9ae9c-4f9d-4360-b824-5e9ac7cc7b58,theft,2023-03-06T15:05:50Z
Susan,Lawrence,1919-09-05,4.0,2.0,4.0,2.0,0.0,6997.0,6130.0,7.0,45.0,625.0,1948.0,5.0,legit,2022-06-12T03:19:48Z,de2861de-52bf-406c-b373-8329307dc9cd,customer,c585-22302756,de2861de-52bf-406c-b373-8329307dc9cd,breakin,2023-03-06T15:05:50Z
Marco,Mercado,1951-09-25,3.0,2.0,3.0,2.0,0.0,8069.0,7131.0,9.0,48.0,507.0,1583.0,3.0,legit,2022-04-08T10:38:34Z,888a5f83-4565-4112-bc4f-09c3708334d6,customer,c100-94851356,888a5f83-4565-4112-bc4f-09c3708334d6,breakin,2023-03-06T15:05:50Z
Mandy,Le,1933-11-17,5.0,3.0,4.0,2.0,0.0,7216.0,4424.0,10.0,46.0,814.0,2597.0,4.0,legit,2022-07-05T10:31:56Z,c525be43-a403-45cb-8667-808f0052c940,customer,a302-35042425,c525be43-a403-45cb-8667-808f0052c940,theft,2023-03-06T15:05:50Z
Cassidy,Sweeney,2020-02-06,4.0,2.0,4.0,2.0,0.0,13478.0,2735.0,14.0,39.0,425.0,3416.0,3.0,legit,2022-12-21T23:48:42Z,d48e2657-c037-4eb8-ba16-9d9074f75b97,customer,d163-23181394,d48e2657-c037-4eb8-ba16-9d9074f75b97,theft,2023-03-06T15:05:50Z
Mariah,Cabrera,1969-12-24,6.0,2.0,7.0,1.0,0.0,9245.0,4695.0,8.0,42.0,440.0,2648.0,7.0,legit,2022-09-15T07:27:01Z,e5150689-af06-4ef7-8c1c-a7514d66f641,customer,d650-31639050,e5150689-af06-4ef7-8c1c-a7514d66f641,collision,2023-03-06T15:05:50Z
Mackenzie,Ballard,1930-01-05,3.0,3.0,3.0,2.0,0.0,6145.0,6479.0,9.0,45.0,624.0,2031.0,3.0,legit,2023-02-23T01:59:35Z,008557ee-8df2-4e6a-9481-2beb7fa0a423,customer,d138-58510689,008557ee-8df2-4e6a-9481-2beb7fa0a423,theft,2023-03-06T15:05:50Z
Sergio,Bray,1952-01-26,7.0,2.0,4.0,2.0,0.0,7087.0,3486.0,12.0,49.0,703.0,3055.0,3.0,legit,2022-04-30T13:49:33Z,cc2be164-feb4-44c0-9975-b9c9ea8858cd,customer,a640-28119180,cc2be164-feb4-44c0-9975-b9c9ea8858cd,collision,2023-03-06T15:05:50Z
Lauren,Lindsey,1997-03-14,5.0,2.0,4.0,1.0,0.0,13096.0,3246.0,13.0,36.0,732.0,3285.0,2.0,legit,2022-07-03T09:09:17Z,0caf4adb-3515-4548-97fc-0ce9333ad3bf,customer,b951-10440737,0caf4adb-3515-4548-97fc-0ce9333ad3bf,breakin,2023-03-06T15:05:50Z
Alexis,Black,1990-04-02,5.0,3.0,2.0,2.0,0.0,10687.0,4211.0,17.0,53.0,626.0,3722.0,4.0,legit,2022-05-05T00:23:21Z,9bbd9057-9155-4960-91c5-d9ded5d06bbd,customer,d462-11970423,9bbd9057-9155-4960-91c5-d9ded5d06bbd,theft,2023-03-06T15:05:50Z
Latoya,Farmer,1994-08-28,4.0,2.0,2.0,1.0,0.0,9355.0,4947.0,8.0,46.0,465.0,1694.0,4.0,legit,2022-12-22T22:16:03Z,68cfe9b3-c6c9-4b14-a956-578252f17d7d,customer,b033-93523479,68cfe9b3-c6c9-4b14-a956-578252f17d7d,breakin,2023-03-06T15:05:50Z
Chelsea,Berger,1964-08-02,5.0,2.0,3.0,1.0,0.0,8491.0,4191.0,8.0,44.0,652.0,2382.0,5.0,legit,2022-05-02T07:39:38Z,c92e3d7d-d7e2-4145-a9f3-a3c2b4c9f406,customer,b941-37927113,c92e3d7d-d7e2-4145-a9f3-a3c2b4c9f406,breakin,2023-03-06T15:05:50Z
Dawn,Davila,2019-07-02,3.0,3.0,2.0,1.0,0.0,5776.0,5120.0,13.0,56.0,538.0,2226.0,3.0,legit,2022-09-07T00:18:37Z,de80788b-4850-43e4-b460-09c9f4d033ef,customer,d886-31855956,de80788b-4850-43e4-b460-09c9f4d033ef,breakin,2023-03-06T15:05:50Z
Amy,Deleon,2009-02-24,6.0,2.0,4.0,2.0,0.0,8399.0,3572.0,12.0,38.0,562.0,2924.0,4.0,legit,2022-04-04T18:27:49Z,d4c9be30-59b4-456e-8c6c-d38fb76dd918,customer,d608-87460025,d4c9be30-59b4-456e-8c6c-d38fb76dd918,collision,2023-03-06T15:05:50Z
Ellen,Noble,1926-02-20,5.0,2.0,3.0,3.0,0.0,8197.0,4662.0,7.0,41.0,610.0,1809.0,6.0,legit,2022-03-30T14:36:22Z,8ad107fb-c230-4550-9c1e-7ad354547883,customer,b754-74276257,8ad107fb-c230-4550-9c1e-7ad354547883,theft,2023-03-06T15:05:50Z
Garrett,Benjamin,1969-03-18,3.0,2.0,3.0,2.0,0.0,8189.0,6408.0,6.0,47.0,408.0,2001.0,4.0,legit,2023-01-26T11:20:31Z,7f22acb4-b6b3-4ad7-9f6a-32f49dd8fc06,customer,c432-26398104,7f22acb4-b6b3-4ad7-9f6a-32f49dd8fc06,theft,2023-03-06T15:05:50Z
Claudia,Burton,1998-01-14,5.0,2.0,3.0,2.0,0.0,8894.0,5460.0,7.0,51.0,603.0,2316.0,5.0,legit,2022-10-19T20:21:54Z,a1447fa3-3df1-45ff-8bd2-d74e37477f18,customer,b910-87841713,a1447fa3-3df1-45ff-8bd2-d74e37477f18,collision,2023-03-06T15:05:50Z
Guy,Miles,1983-02-10,4.0,2.0,3.0,2.0,0.0,13919.0,4361.0,17.0,41.0,524.0,3606.0,4.0,legit,2022-06-17T09:53:38Z,e2feca72-ce32-4374-994f-f9152d9ec4dd,customer,a080-42250121,e2feca72-ce32-4374-994f-f9152d9ec4dd,breakin,2023-03-06T15:05:50Z
Mario,Manning,1998-10-08,5.0,2.0,5.0,2.0,0.0,7573.0,5626.0,8.0,49.0,538.0,2327.0,5.0,legit,2022-08-05T19:16:03Z,a25fe3ba-e153-47cb-a3cb-8a6165f4b8ca,customer,c757-55934228,a25fe3ba-e153-47cb-a3cb-8a6165f4b8ca,collision,2023-03-06T15:05:50Z
Sharon,Bolton,1975-05-25,5.0,2.0,4.0,2.0,0.0,6216.0,6282.0,9.0,54.0,509.0,2039.0,5.0,legit,2022-05-22T15:58:14Z,d7211539-e7c5-45a4-bc94-1a44c89e65ef,customer,b221-44565011,d7211539-e7c5-45a4-bc94-1a44c89e65ef,breakin,2023-03-06T15:05:50Z
